date,tnk_numb,yapa,sio_si,b_one,b_two,b_three,b_four,b_five,b_six,tnk_0-9
2009-04-22,02 - 09 - 14 - 25 - 29 - 30,28,,2,9,14,25,29,30,"02, 09, 14, 25, 29, 30"
2009-04-19,03 - 09 - 11 - 16 - 19 - 33,18,,3,9,11,16,19,33,"03, 09, 11, 16, 19, 33"
2009-04-15,07 - 28 - 29 - 35 - 40 - 42,24,,7,28,29,35,40,42,"07, 28, 29, 35, 40, 42"
2009-04-12,18 - 21 - 22 - 36 - 42 - 43,44,,18,21,22,36,42,43,"18, 21, 22, 36, 42, 43"
2009-04-08,04 - 08 - 14 - 19 - 26 - 44,9,,4,8,14,19,26,44,"04, 08, 14, 19, 26, 44"
2009-04-05,01 - 12 - 17 - 37 - 39 - 44,13,,1,12,17,37,39,44,"01, 12, 17, 37, 39, 44"
2009-04-01,14 - 20 - 21 - 26 - 28 - 44,10,,14,20,21,26,28,44,"14, 20, 21, 26, 28, 44"
2009-03-29,01 - 18 - 24 - 30 - 32 - 37,6,,1,18,24,30,32,37,"01, 18, 24, 30, 32, 37"
2009-03-25,13 - 18 - 26 - 36 - 39 - 45,37,,13,18,26,36,39,45,"13, 18, 26, 36, 39, 45"
2009-03-22,14 - 15 - 18 - 21 - 32 - 45,9,,14,15,18,21,32,45,"14, 15, 18, 21, 32, 45"
2009-03-18,19 - 22 - 25 - 28 - 29 - 45,44,,19,22,25,28,29,45,"19, 22, 25, 28, 29, 45"
2009-03-15,01 - 07 - 17 - 26 - 33 - 39,3,,1,7,17,26,33,39,"01, 07, 17, 26, 33, 39"
2009-03-11,11 - 16 - 29 - 34 - 38 - 43,42,,11,16,29,34,38,43,"11, 16, 29, 34, 38, 43"
2009-03-08,06 - 12 - 18 - 32 - 36 - 42,41,,6,12,18,32,36,42,"06, 12, 18, 32, 36, 42"
2009-03-04,27 - 28 - 30 - 34 - 35 - 45,41,,27,28,30,34,35,45,"27, 28, 30, 34, 35, 45"
2009-03-01,11 - 12 - 24 - 28 - 30 - 31,23,,11,12,24,28,30,31,"11, 12, 24, 28, 30, 31"
2009-02-25,02 - 04 - 12 - 20 - 27 - 43,14,,2,4,12,20,27,43,"02, 04, 12, 20, 27, 43"
2009-02-22,01 - 11 - 16 - 17 - 21 - 43,40,,1,11,16,17,21,43,"01, 11, 16, 17, 21, 43"
2009-02-18,02 - 09 - 18 - 32 - 33 - 34,44,,2,9,18,32,33,34,"02, 09, 18, 32, 33, 34"
2009-02-15,09 - 12 - 13 - 15 - 40 - 45,2,,9,12,13,15,40,45,"09, 12, 13, 15, 40, 45"
2009-02-11,11 - 13 - 18 - 23 - 38 - 39,4,,11,13,18,23,38,39,"11, 13, 18, 23, 38, 39"
2009-02-08,04 - 08 - 22 - 38 - 42 - 43,9,,4,8,22,38,42,43,"04, 08, 22, 38, 42, 43"
2009-02-04,03 - 06 - 32 - 38 - 42 - 43,20,,3,6,32,38,42,43,"03, 06, 32, 38, 42, 43"
2009-02-01,19 - 22 - 26 - 38 - 39 - 45,3,,19,22,26,38,39,45,"19, 22, 26, 38, 39, 45"
2009-01-28,01 - 02 - 11 - 15 - 21 - 24,26,,1,2,11,15,21,24,"01, 02, 11, 15, 21, 24"
2009-01-25,03 - 08 - 12 - 20 - 31 - 34,18,,3,8,12,20,31,34,"03, 08, 12, 20, 31, 34"
2009-01-21,09 - 11 - 17 - 39 - 43 - 45,31,,9,11,17,39,43,45,"09, 11, 17, 39, 43, 45"
2009-01-18,14 - 16 - 17 - 24 - 28 - 44,25,,14,16,17,24,28,44,"14, 16, 17, 24, 28, 44"
2009-01-14,02 - 16 - 30 - 38 - 39 - 44,26,,2,16,30,38,39,44,"02, 16, 30, 38, 39, 44"
2009-01-11,06 - 09 - 12 - 16 - 17 - 21,38,,6,9,12,16,17,21,"06, 09, 12, 16, 17, 21"
2009-01-07,02 - 08 - 18 - 20 - 21 - 35,30,,2,8,18,20,21,35,"02, 08, 18, 20, 21, 35"
2009-01-04,01 - 03 - 06 - 12 - 37 - 42,26,,1,3,6,12,37,42,"01, 03, 06, 12, 37, 42"
2008-12-31,05 - 15 - 18 - 31 - 34 - 35,38,,5,15,18,31,34,35,"05, 15, 18, 31, 34, 35"
2008-12-28,04 - 07 - 10 - 12 - 27 - 28,40,,4,7,10,12,27,28,"04, 07, 10, 12, 27, 28"
2008-12-24,03 - 13 - 27 - 32 - 39 - 42,6,18 - 30 - 37,3,13,27,32,39,42,"03, 13, 27, 32, 39, 42"
2008-12-21,01 - 02 - 09 - 23 - 30 - 43,14,16 - 19,1,2,9,23,30,43,"01, 02, 09, 23, 30, 43"
2008-12-17,11 - 22 - 31 - 37 - 40 - 44,32,06 - 10 - 17 - 23,11,22,31,37,40,44,"11, 22, 31, 37, 40, 44"
2008-12-14,04 - 12 - 14 - 23 - 32 - 38,13,,4,12,14,23,32,38,"04, 12, 14, 23, 32, 38"
2008-12-10,04 - 06 - 10 - 19 - 23 - 30,33,,4,6,10,19,23,30,"04, 06, 10, 19, 23, 30"
2008-12-07,05 - 06 - 10 - 12 - 33 - 38,41,,5,6,10,12,33,38,"05, 06, 10, 12, 33, 38"
2008-12-03,13 - 25 - 26 - 28 - 34 - 43,24,,13,25,26,28,34,43,"13, 25, 26, 28, 34, 43"
2008-11-30,01 - 13 - 14 - 16 - 39 - 40,44,10 - 23 - 31,1,13,14,16,39,40,"01, 13, 14, 16, 39, 40"
2008-11-26,16 - 18 - 21 - 26 - 36 - 39,33,12,16,18,21,26,36,39,"16, 18, 21, 26, 36, 39"
2008-11-23,01 - 08 - 13 - 24 - 28 - 29,45,12,1,8,13,24,28,29,"01, 08, 13, 24, 28, 29"
2008-11-19,01 - 02 - 11 - 14 - 16 - 45,36,06 - 13 - 17 - 39,1,2,11,14,16,45,"01, 02, 11, 14, 16, 45"
2008-11-16,01 - 08 - 22 - 31 - 38 - 41,36,29 - 34 - 37,1,8,22,31,38,41,"01, 08, 22, 31, 38, 41"
2008-11-12,10 - 11 - 24 - 29 - 38 - 45,19,18 - 33,10,11,24,29,38,45,"10, 11, 24, 29, 38, 45"
2008-11-09,04 - 05 - 16 - 18 - 34 - 44,3,01 - 10 - 11 - 12,4,5,16,18,34,44,"04, 05, 16, 18, 34, 44"
2008-11-05,08 - 12 - 18 - 22 - 40 - 42,17,09 - 24 - 33 - 43,8,12,18,22,40,42,"08, 12, 18, 22, 40, 42"
2008-11-02,01 - 09 - 23 - 30 - 36 - 41,35,13 - 17 - 19,1,9,23,30,36,41,"01, 09, 23, 30, 36, 41"
2008-10-29,02 - 12 - 13 - 19 - 33 - 40,30,43,2,12,13,19,33,40,"02, 12, 13, 19, 33, 40"
2008-10-26,08 - 11 - 19 - 21 - 33 - 36,43,03 - 18 - 27 - 44,8,11,19,21,33,36,"08, 11, 19, 21, 33, 36"
2008-10-22,13 - 15 - 27 - 28 - 32 - 34,21,19 - 24 - 41 - 43,13,15,27,28,32,34,"13, 15, 27, 28, 32, 34"
2008-10-19,01 - 09 - 10 - 14 - 30 - 31,24,04 - 16 - 18 - 23,1,9,10,14,30,31,"01, 09, 10, 14, 30, 31"
2008-10-15,08 - 20 - 25 - 28 - 34 - 44,31,03 - 18 - 23 - 45,8,20,25,28,34,44,"08, 20, 25, 28, 34, 44"
2008-10-12,07 - 10 - 11 - 14 - 21 - 43,31,,7,10,11,14,21,43,"07, 10, 11, 14, 21, 43"
2008-10-08,06 - 10 - 16 - 32 - 41 - 45,36,,6,10,16,32,41,45,"06, 10, 16, 32, 41, 45"
2008-10-05,06 - 12 - 16 - 29 - 37 - 45,30,,6,12,16,29,37,45,"06, 12, 16, 29, 37, 45"
2008-10-01,01 - 04 - 07 - 18 - 23 - 36,40,,1,4,7,18,23,36,"01, 04, 07, 18, 23, 36"
2008-09-28,03 - 07 - 15 - 22 - 40 - 43,28,,3,7,15,22,40,43,"03, 07, 15, 22, 40, 43"
2008-09-24,20 - 22 - 26 - 37 - 39 - 43,14,,20,22,26,37,39,43,"20, 22, 26, 37, 39, 43"
2008-09-21,02 - 19 - 30 - 35 - 37 - 45,25,,2,19,30,35,37,45,"02, 19, 30, 35, 37, 45"
2008-09-17,06 - 08 - 14 - 20 - 23 - 26,29,,6,8,14,20,23,26,"06, 08, 14, 20, 23, 26"
2008-09-14,21 - 23 - 28 - 33 - 42 - 43,35,,21,23,28,33,42,43,"21, 23, 28, 33, 42, 43"
2008-09-10,14 - 20 - 27 - 32 - 42 - 44,19,,14,20,27,32,42,44,"14, 20, 27, 32, 42, 44"
2008-09-07,05 - 10 - 16 - 17 - 40 - 43,35,,5,10,16,17,40,43,"05, 10, 16, 17, 40, 43"
2008-09-03,12 - 21 - 30 - 38 - 39 - 42,9,,12,21,30,38,39,42,"12, 21, 30, 38, 39, 42"
2008-08-31,18 - 23 - 26 - 31 - 35 - 40,34,04 - 28 - 32 - 33,18,23,26,31,35,40,"18, 23, 26, 31, 35, 40"
2008-08-27,02 - 03 - 11 - 15 - 25 - 37,20,14 - 30 - 31 - 34,2,3,11,15,25,37,"02, 03, 11, 15, 25, 37"
2008-08-24,07 - 09 - 21 - 37 - 38 - 44,1,,7,9,21,37,38,44,"07, 09, 21, 37, 38, 44"
2008-08-20,02 - 10 - 11 - 21 - 23 - 40,12,,2,10,11,21,23,40,"02, 10, 11, 21, 23, 40"
2008-08-17,02 - 10 - 16 - 19 - 30 - 42,33,,2,10,16,19,30,42,"02, 10, 16, 19, 30, 42"
2008-08-13,02 - 04 - 05 - 21 - 26 - 31,44,,2,4,5,21,26,31,"02, 04, 05, 21, 26, 31"
2008-08-10,13 - 20 - 21 - 23 - 29 - 33,43,,13,20,21,23,29,33,"13, 20, 21, 23, 29, 33"
2008-08-06,02 - 11 - 17 - 21 - 30 - 36,29,,2,11,17,21,30,36,"02, 11, 17, 21, 30, 36"
2008-08-03,12 - 26 - 29 - 30 - 35 - 41,36,04 - 14 - 19 - 33,12,26,29,30,35,41,"12, 26, 29, 30, 35, 41"
2008-07-30,08 - 09 - 15 - 17 - 22 - 35,32,02 - 04 - 07 - 13,8,9,15,17,22,35,"08, 09, 15, 17, 22, 35"
2008-07-27,01 - 04 - 11 - 22 - 28 - 44,23,13 - 37 - 40 - 42,1,4,11,22,28,44,"01, 04, 11, 22, 28, 44"
2008-07-23,01 - 08 - 13 - 15 - 31 - 43,45,19 - 20 - 23 - 44,1,8,13,15,31,43,"01, 08, 13, 15, 31, 43"
2008-07-20,01 - 19 - 23 - 33 - 44 - 45,24,,1,19,23,33,44,45,"01, 19, 23, 33, 44, 45"
2008-07-16,01 - 13 - 26 - 30 - 38 - 40,25,,1,13,26,30,38,40,"01, 13, 26, 30, 38, 40"
2008-07-13,01 - 12 - 24 - 32 - 35 - 41,37,,1,12,24,32,35,41,"01, 12, 24, 32, 35, 41"
2008-07-09,01 - 08 - 18 - 20 - 37 - 43,31,,1,8,18,20,37,43,"01, 08, 18, 20, 37, 43"
2008-07-06,14 - 17 - 25 - 31 - 38 - 42,27,,14,17,25,31,38,42,"14, 17, 25, 31, 38, 42"
2008-07-02,04 - 13 - 14 - 15 - 27 - 36,25,,4,13,14,15,27,36,"04, 13, 14, 15, 27, 36"
2008-06-29,16 - 21 - 24 - 30 - 38 - 45,18,,16,21,24,30,38,45,"16, 21, 24, 30, 38, 45"
2008-06-25,08 - 18 - 24 - 27 - 32 - 40,28,,8,18,24,27,32,40,"08, 18, 24, 27, 32, 40"
2008-06-22,15 - 16 - 35 - 37 - 40 - 45,18,,15,16,35,37,40,45,"15, 16, 35, 37, 40, 45"
2008-06-18,01 - 02 - 10 - 11 - 38 - 40,23,,1,2,10,11,38,40,"01, 02, 10, 11, 38, 40"
2008-06-15,09 - 26 - 28 - 29 - 33 - 44,16,14 - 15 - 21 - 23,9,26,28,29,33,44,"09, 26, 28, 29, 33, 44"
2008-06-11,05 - 10 - 18 - 29 - 34 - 42,30,06 - 13 - 16 - 19,5,10,18,29,34,42,"05, 10, 18, 29, 34, 42"
2008-06-08,09 - 15 - 19 - 28 - 31 - 36,27,,9,15,19,28,31,36,"09, 15, 19, 28, 31, 36"
2008-06-04,05 - 09 - 17 - 33 - 35 - 42,30,,5,9,17,33,35,42,"05, 09, 17, 33, 35, 42"
2008-06-01,06 - 19 - 21 - 22 - 28 - 34,3,,6,19,21,22,28,34,"06, 19, 21, 22, 28, 34"
2008-05-28,14 - 41 - 32 - 39 - 36 - 30,38,,14,41,32,39,36,30,"14, 30, 32, 36, 39, 41"
2008-05-25,15 - 10 - 26 - 16 - 44 - 22,27,,15,10,26,16,44,22,"10, 15, 16, 22, 26, 44"
2008-05-21,43 - 29 - 06 - 30 - 13 - 17,26,,43,29,6,30,13,17,"06, 13, 17, 29, 30, 43"
2008-05-18,22 - 20 - 36 - 39 - 27 - 04,31,,22,20,36,39,27,4,"04, 20, 22, 27, 36, 39"
2008-05-14,28 - 17 - 29 - 19 - 23 - 10,44,,28,17,29,19,23,10,"10, 17, 19, 23, 28, 29"
2008-05-11,39 - 33 - 40 - 28 - 19 - 05,18,42 - 17 - 24 - 12,39,33,40,28,19,5,"05, 19, 28, 33, 39, 40"
2008-05-07,12 - 19 - 16 - 02 - 30 - 43,35,20 - 37 - 01 - 38,12,19,16,2,30,43,"02, 12, 16, 19, 30, 43"
2008-05-04,11 - 03 - 22 - 27 - 12 - 26,40,,11,3,22,27,12,26,"03, 11, 12, 22, 26, 27"
2008-04-30,02 - 09 - 22 - 29 - 17 - 30,27,,2,9,22,29,17,30,"02, 09, 17, 22, 29, 30"
2008-04-27,18 - 37 - 12 - 35 - 34 - 07,41,,18,37,12,35,34,7,"07, 12, 18, 34, 35, 37"
2008-04-23,38 - 39 - 04 - 22 - 21 - 45,35,,38,39,4,22,21,45,"04, 21, 22, 38, 39, 45"
2008-04-20,32 - 34 - 12 - 20 - 15 - 18,2,,32,34,12,20,15,18,"12, 15, 18, 20, 32, 34"
2008-04-16,29 - 11 - 26 - 44 - 31 - 30,21,,29,11,26,44,31,30,"11, 26, 29, 30, 31, 44"
2008-04-13,02 - 37 - 18 - 22 - 19 - 17,4,,2,37,18,22,19,17,"02, 17, 18, 19, 22, 37"
2008-04-09,36 - 40 - 05 - 17 - 06 - 13,37,,36,40,5,17,6,13,"05, 06, 13, 17, 36, 40"
2008-04-06,43 - 07 - 02 - 05 - 35 - 39,14,,43,7,2,5,35,39,"02, 05, 07, 35, 39, 43"
2008-04-02,28 - 17 - 18 - 45 - 38 - 36,27,,28,17,18,45,38,36,"17, 18, 28, 36, 38, 45"
2008-03-30,44 - 33 - 26 - 16 - 06 - 34,38,,44,33,26,16,6,34,"06, 16, 26, 33, 34, 44"
2008-03-26,43 - 09 - 15 - 06 - 11 - 30,4,,43,9,15,6,11,30,"06, 09, 11, 15, 30, 43"
2008-03-23,23 - 05 - 37 - 34 - 19 - 13,24,,23,5,37,34,19,13,"05, 13, 19, 23, 34, 37"
2008-03-19,10 - 34 - 45 - 29 - 17 - 18,32,,10,34,45,29,17,18,"10, 17, 18, 29, 34, 45"
2008-03-16,05 - 43 - 33 - 10 - 28 - 06,15,,5,43,33,10,28,6,"05, 06, 10, 28, 33, 43"
2008-03-12,37 - 04 - 10 - 21 - 27 - 02,5,,37,4,10,21,27,2,"02, 04, 10, 21, 27, 37"
2008-03-09,08 - 14 - 39 - 17 - 13 - 28,1,,8,14,39,17,13,28,"08, 13, 14, 17, 28, 39"
2008-03-05,34 - 19 - 20 - 39 - 07 - 11,26,43 - 32 - 18 - 27,34,19,20,39,7,11,"07, 11, 19, 20, 34, 39"
2008-03-02,39 - 22 - 16 - 20 - 33 - 06,40,45 - 19 - 41 - 05,39,22,16,20,33,6,"06, 16, 20, 22, 33, 39"
2008-02-27,24 - 06 - 37 - 25 - 11 - 31,15,16 - 39 - 44 - 34,24,6,37,25,11,31,"06, 11, 24, 25, 31, 37"
2008-02-24,34 - 03 - 29 - 13 - 09 - 33,2,,34,3,29,13,9,33,"03, 09, 13, 29, 33, 34"
2008-02-20,14 - 03 - 17 - 15 - 05 - 38,35,,14,3,17,15,5,38,"03, 05, 14, 15, 17, 38"
2008-02-17,10 - 16 - 39 - 12 - 20 - 37,8,,10,16,39,12,20,37,"10, 12, 16, 20, 37, 39"
2008-02-13,07 - 06 - 39 - 12 - 03 - 18,35,,7,6,39,12,3,18,"03, 06, 07, 12, 18, 39"
2008-02-10,30 - 08 - 22 - 17 - 15 - 19,44,,30,8,22,17,15,19,"08, 15, 17, 19, 22, 30"
2008-02-06,44 - 36 - 16 - 30 - 25 - 26,28,,44,36,16,30,25,26,"16, 25, 26, 30, 36, 44"
2008-02-03,11 - 22 - 23 - 33 - 27 - 01,2,,11,22,23,33,27,1,"01, 11, 22, 23, 27, 33"
2008-01-30,24 - 28 - 23 - 10 - 22 - 13,39,,24,28,23,10,22,13,"10, 13, 22, 23, 24, 28"
2008-01-27,22 - 19 - 29 - 37 - 36 - 45,14,,22,19,29,37,36,45,"19, 22, 29, 36, 37, 45"
2008-01-23,08 - 36 - 03 - 29 - 44 - 14,22,,8,36,3,29,44,14,"03, 08, 14, 29, 36, 44"
2008-01-20,33 - 34 - 39 - 37 - 15 - 43,42,,33,34,39,37,15,43,"15, 33, 34, 37, 39, 43"
2008-01-16,28 - 16 - 20 - 21 - 43 - 19,44,,28,16,20,21,43,19,"16, 19, 20, 21, 28, 43"
2008-01-13,14 - 44 - 39 - 22 - 31 - 03,38,,14,44,39,22,31,3,"03, 14, 22, 31, 39, 44"
2008-01-09,24 - 23 - 34 - 40 - 38 - 20,9,,24,23,34,40,38,20,"20, 23, 24, 34, 38, 40"
2008-01-06,01 - 39 - 23 - 36 - 43 - 45,18,,1,39,23,36,43,45,"01, 23, 36, 39, 43, 45"
2008-01-02,18 - 32 - 05 - 13 - 21 - 34,30,,18,32,5,13,21,34,"05, 13, 18, 21, 32, 34"
2007-12-30,07 - 35 - 16 - 36 - 23 - 09,45,,7,35,16,36,23,9,"07, 09, 16, 23, 35, 36"
2007-12-26,45 - 08 - 42 - 04 - 25 - 22,14,,45,8,42,4,25,22,"04, 08, 22, 25, 42, 45"
2007-12-23,34 - 27 - 36 - 39 - 33 - 25,45,,34,27,36,39,33,25,"25, 27, 33, 34, 36, 39"
2007-12-19,25 - 16 - 33 - 43 - 37 - 35,14,,25,16,33,43,37,35,"16, 25, 33, 35, 37, 43"
2007-12-16,13 - 34 - 30 - 45 - 39 - 09,27,05 - 44 - 41,13,34,30,45,39,9,"09, 13, 30, 34, 39, 45"
2007-12-12,08 - 10 - 39 - 07 - 30 - 29,22,,8,10,39,7,30,29,"07, 08, 10, 29, 30, 39"
2007-12-09,14 - 04 - 44 - 10 - 23 - 41,20,,14,4,44,10,23,41,"04, 10, 14, 23, 41, 44"
2007-12-05,19 - 13 - 36 - 24 - 23 - 06,41,,19,13,36,24,23,6,"06, 13, 19, 23, 24, 36"
2007-12-02,41 - 12 - 37 - 24 - 28 - 16,21,,41,12,37,24,28,16,"12, 16, 24, 28, 37, 41"
2007-11-28,25 - 26 - 09 - 30 - 31 - 32,27,,25,26,9,30,31,32,"09, 25, 26, 30, 31, 32"
2007-11-25,18 - 33 - 08 - 32 - 30 - 02,24,,18,33,8,32,30,2,"02, 08, 18, 30, 32, 33"
2007-11-21,23 - 19 - 20 - 15 - 13 - 34,39,,23,19,20,15,13,34,"13, 15, 19, 20, 23, 34"
2007-11-18,15 - 30 - 03 - 27 - 13 - 42,17,,15,30,3,27,13,42,"03, 13, 15, 27, 30, 42"
2007-11-14,13 - 08 - 44 - 22 - 29 - 01,21,,13,8,44,22,29,1,"01, 08, 13, 22, 29, 44"
2007-11-11,19 - 13 - 12 - 43 - 24 - 25,37,,19,13,12,43,24,25,"12, 13, 19, 24, 25, 43"
2007-11-07,30 - 08 - 40 - 28 - 02 - 22,9,,30,8,40,28,2,22,"02, 08, 22, 28, 30, 40"
2007-11-04,27 - 20 - 29 - 02 - 25 - 43,3,,27,20,29,2,25,43,"02, 20, 25, 27, 29, 43"
2007-10-31,42 - 28 - 19 - 22 - 21 - 03,33,,42,28,19,22,21,3,"03, 19, 21, 22, 28, 42"
2007-10-28,45 - 16 - 18 - 06 - 26 - 13,32,,45,16,18,6,26,13,"06, 13, 16, 18, 26, 45"
2007-10-24,39 - 21 - 24 - 29 - 04 - 16,33,,39,21,24,29,4,16,"04, 16, 21, 24, 29, 39"
2007-10-21,30 - 44 - 03 - 09 - 04 - 40,29,,30,44,3,9,4,40,"03, 04, 09, 30, 40, 44"
2007-10-17,42 - 19 - 25 - 31 - 34 - 45,40,,42,19,25,31,34,45,"19, 25, 31, 34, 42, 45"
2007-10-14,30 - 36 - 13 - 34 - 27 - 12,1,,30,36,13,34,27,12,"12, 13, 27, 30, 34, 36"
2007-10-10,19 - 17 - 29 - 37 - 09 - 05,18,,19,17,29,37,9,5,"05, 09, 17, 19, 29, 37"
2007-10-07,03 - 15 - 10 - 21 - 19 - 06,25,,3,15,10,21,19,6,"03, 06, 10, 15, 19, 21"
2007-10-03,40 - 27 - 35 - 20 - 02 - 37,26,,40,27,35,20,2,37,"02, 20, 27, 35, 37, 40"
2007-09-30,31 - 16 - 08 - 06 - 10 - 23,14,,31,16,8,6,10,23,"06, 08, 10, 16, 23, 31"
2007-09-26,38 - 24 - 42 - 45 - 09 - 15,11,,38,24,42,45,9,15,"09, 15, 24, 38, 42, 45"
2007-09-23,01 - 37 - 17 - 03 - 30 - 22,43,,1,37,17,3,30,22,"01, 03, 17, 22, 30, 37"
2007-09-19,13 - 21 - 27 - 44 - 39 - 03,18,,13,21,27,44,39,3,"03, 13, 21, 27, 39, 44"
2007-09-16,22 - 14 - 21 - 13 - 36 - 06,34,,22,14,21,13,36,6,"06, 13, 14, 21, 22, 36"
2007-09-12,45 - 09 - 07 - 20 - 05 - 33,35,,45,9,7,20,5,33,"05, 07, 09, 20, 33, 45"
2007-09-09,01 - 07 - 02 - 04 - 40 - 21,20,,1,7,2,4,40,21,"01, 02, 04, 07, 21, 40"
2007-09-05,02 - 08 - 41 - 11 - 18 - 22,31,,2,8,41,11,18,22,"02, 08, 11, 18, 22, 41"
2007-09-02,10 - 16 - 24 - 08 - 31 - 37,15,,10,16,24,8,31,37,"08, 10, 16, 24, 31, 37"
2007-08-29,24 - 45 - 28 - 16 - 43 - 39,3,,24,45,28,16,43,39,"16, 24, 28, 39, 43, 45"
2007-08-26,20 - 01 - 23 - 18 - 31 - 33,5,,20,1,23,18,31,33,"01, 18, 20, 23, 31, 33"
2007-08-22,15 - 17 - 44 - 43 - 36 - 19,32,,15,17,44,43,36,19,"15, 17, 19, 36, 43, 44"
2007-08-19,34 - 01 - 31 - 08 - 25 - 10,43,,34,1,31,8,25,10,"01, 08, 10, 25, 31, 34"
2007-08-15,17 - 16 - 02 - 29 - 19 - 33,38,,17,16,2,29,19,33,"02, 16, 17, 19, 29, 33"
2007-08-12,19 - 25 - 30 - 16 - 13 - 41,45,,19,25,30,16,13,41,"13, 16, 19, 25, 30, 41"
2007-08-08,20 - 11 - 31 - 09 - 38 - 35,17,,20,11,31,9,38,35,"09, 11, 20, 31, 35, 38"
2007-08-05,30 - 27 - 03 - 26 - 18 - 44,7,33 - 15 - 20,30,27,3,26,18,44,"03, 18, 26, 27, 30, 44"
2007-08-01,20 - 23 - 41 - 03 - 24 - 33,42,,20,23,41,3,24,33,"03, 20, 23, 24, 33, 41"
2007-07-29,02 - 38 - 10 - 22 - 42 - 40,29,,2,38,10,22,42,40,"02, 10, 22, 38, 40, 42"
2007-07-25,16 - 35 - 25 - 24 - 13 - 29,22,,16,35,25,24,13,29,"13, 16, 24, 25, 29, 35"
2007-07-22,05 - 22 - 39 - 04 - 06 - 43,37,,5,22,39,4,6,43,"04, 05, 06, 22, 39, 43"
2007-07-18,42 - 19 - 34 - 21 - 02 - 26,27,,42,19,34,21,2,26,"02, 19, 21, 26, 34, 42"
2007-07-15,03 - 39 - 40 - 45 - 10 - 33,1,,3,39,40,45,10,33,"03, 10, 33, 39, 40, 45"
2007-07-11,12 - 28 - 35 - 18 - 13 - 21,43,,12,28,35,18,13,21,"12, 13, 18, 21, 28, 35"
2007-07-08,15 - 41 - 12 - 13 - 06 - 40,43,,15,41,12,13,6,40,"06, 12, 13, 15, 40, 41"
2007-07-04,23 - 20 - 02 - 09 - 19 - 01,32,,23,20,2,9,19,1,"01, 02, 09, 19, 20, 23"
2007-07-01,15 - 13 - 28 - 27 - 23 - 35,11,,15,13,28,27,23,35,"13, 15, 23, 27, 28, 35"
2007-06-27,21 - 44 - 38 - 33 - 26 - 31,42,,21,44,38,33,26,31,"21, 26, 31, 33, 38, 44"
2007-06-24,43 - 28 - 21 - 06 - 20 - 45,17,,43,28,21,6,20,45,"06, 20, 21, 28, 43, 45"
2007-06-20,23 - 27 - 36 - 11 - 16 - 17,31,,23,27,36,11,16,17,"11, 16, 17, 23, 27, 36"
2007-06-17,36 - 30 - 38 - 01 - 05 - 39,37,,36,30,38,1,5,39,"01, 05, 30, 36, 38, 39"
2007-06-13,41 - 35 - 44 - 26 - 20 - 38,31,,41,35,44,26,20,38,"20, 26, 35, 38, 41, 44"
2007-06-10,03 - 21 - 14 - 05 - 13 - 27,35,,3,21,14,5,13,27,"03, 05, 13, 14, 21, 27"
2007-06-06,13 - 07 - 41 - 33 - 38 - 15,12,,13,7,41,33,38,15,"07, 13, 15, 33, 38, 41"
2007-06-03,09 - 17 - 01 - 08 - 37 - 03,41,,9,17,1,8,37,3,"01, 03, 08, 09, 17, 37"
2007-05-30,01 - 19 - 06 - 43 - 38 - 03,34,,1,19,6,43,38,3,"01, 03, 06, 19, 38, 43"
2007-05-27,42 - 37 - 41 - 11 - 06 - 19,5,,42,37,41,11,6,19,"06, 11, 19, 37, 41, 42"
2007-05-23,45 - 31 - 21 - 16 - 05 - 34,20,,45,31,21,16,5,34,"05, 16, 21, 31, 34, 45"
2007-05-20,31 - 32 - 26 - 35 - 29 - 16,41,,31,32,26,35,29,16,"16, 26, 29, 31, 32, 35"
2007-05-16,01 - 19 - 12 - 22 - 37 - 02,29,,1,19,12,22,37,2,"01, 02, 12, 19, 22, 37"
2007-05-13,29 - 39 - 16 - 21 - 08 - 43,27,,29,39,16,21,8,43,"08, 16, 21, 29, 39, 43"
2007-05-09,25 - 09 - 06 - 29 - 32 - 37,17,,25,9,6,29,32,37,"06, 09, 25, 29, 32, 37"
2007-05-06,20 - 24 - 40 - 07 - 44 - 14,11,,20,24,40,7,44,14,"07, 14, 20, 24, 40, 44"
2007-05-02,28 - 11 - 25 - 41 - 23 - 42,34,,28,11,25,41,23,42,"11, 23, 25, 28, 41, 42"
2007-04-29,38 - 08 - 29 - 19 - 15 - 42,18,,38,8,29,19,15,42,"08, 15, 19, 29, 38, 42"
2007-04-25,07 - 22 - 33 - 34 - 12 - 02,43,,7,22,33,34,12,2,"02, 07, 12, 22, 33, 34"
2007-04-22,21 - 15 - 29 - 19 - 20 - 06,14,,21,15,29,19,20,6,"06, 15, 19, 20, 21, 29"
2007-04-18,18 - 34 - 38 - 03 - 39 - 11,17,,18,34,38,3,39,11,"03, 11, 18, 34, 38, 39"
2007-04-15,38 - 24 - 22 - 08 - 32 - 20,6,,38,24,22,8,32,20,"08, 20, 22, 24, 32, 38"
2007-04-11,24 - 45 - 13 - 23 - 42 - 09,32,,24,45,13,23,42,9,"09, 13, 23, 24, 42, 45"
2007-04-08,36 - 20 - 04 - 26 - 37 - 35,32,,36,20,4,26,37,35,"04, 20, 26, 35, 36, 37"
2007-04-04,31 - 13 - 09 - 10 - 22 - 05,11,,31,13,9,10,22,5,"05, 09, 10, 13, 22, 31"
2007-04-01,14 - 11 - 30 - 08 - 32 - 10,6,,14,11,30,8,32,10,"08, 10, 11, 14, 30, 32"
